ADM_RATE,AGE_ENTRY,AVGFACSAL,CONTROL,COSTT4_A,ENDOWBEGIN,FEMALE,FIRST_GEN,GRAD_DEBT_MDN,LOCALE,MD_EARN_WNE_P10,MN_EARN_WNE_P10,PCIP14,PCIP27,PFTFAC,PCT_ASIAN,PCT_BLACK,PCT_WHITE,PCT_HISPANIC,PCTPELL,REGION,SAT_AVG,UGDS
0.8028,NA,7882,Private-NP,NA,95523692,NA,NA,NA,City,NA,NA,0,0,1,NA,NA,NA,NA,0,Southeast,1151,853
0.8978,24.674698795,6791,Private-NP,40042,20916319,0.7409638554,0.3500837521,25250,City,48144,48300,0,0,0.6084,1.16999995708465,18.0400009155273,78.4899978637695,1.74000000953674,0.4129,Southeast,1045,683
0.9643,23.223760092,6687,Private-NP,43452,28354894,0.4798154556,0.368221942,26236,Surbuban,59294,58900,0,0.0122,0.4798,0.99000000953674006,6.69999980926513,90.5199966430664,1.3400000333786,0.2807,Southeast,NA,1446
0.9197,19.45959596,7750,Private-NP,55219,190196979,0.595959596,0.1636363636,27000,City,54373,50100,0,0.0338,0.7295,1.10000002384185,5.82999992370605,90.9499969482422,1.88999998569488,0.2751,Southeast,1250,970
0.5643,21.560606061,4721,Private-NP,39252,23482391,0.4579124579,0.4072727273,24250,Town,39874,36400,0,0,1,0.61000001430511,5.80000019073486,91.7399978637695,1.75,0.5565,Southeast,1017,776
0.9848,22.152542373,7658,Public,22140,16289113,0.6025347381,0.3570372803,22095,City,41091,38600,0.0335,0.0042,0.6954,0.82999998331069,7.73000001907348,89.1800003051757,1.97000002861022,0.296,Southeast,NA,12526
0.6313,19.926530612,7865,Private-NP,56169,122100603,0.5142857143,0.2183406114,27000,City,49077,52500,0,0.0077,0.6667,1.89999997615814,20.1599998474121,73.1800003051757,5.98000001907348,0.3569,Southeast,1197,514
0.5522,20.642038217,5866,Private-NP,33507,92023574,0.7324840764,0.3528528529,31000,City,37037,37900,0,0,0.5809,3.19000005722045,51.8199996948242,37.9700012207031,9.60999965667724,0.7556,Southeast,1060,1200
0.7246,21.320698467,6007,Public,24135,7618350,0.5489778535,0.3945178659,36500,Town,35049,32800,0,0.007,0.9214,1.80999994277954,44.5200004577636,48.4300003051757,6.78999996185302,0.8814,Southeast,942,4405
NA,25.604819277,8670,Public,NA,34139449,0.8409638554,0.3626666667,19500,City,67578,99800,0,0,0.7219,2.71000003814697,26.4899997711181,67.8799972534179,4.05000019073486,0.1816,Southeast,NA,893
0.5829,24.054398925,6171,Public,14397,18694537,0.6816655473,0.4488721805,19000,Rural,41051,36300,0,0.0084,0.5988,0.63999998569488,27.5699996948242,69.5100021362304,1.5900000333786,0.374,Southeast,1054,3176
0.7086,20.285384504,10249,Public,33592,570557229,0.5727889193,0.2664919852,20500,City,59454,60100,0.1375,0.0077,0.8947,2.04999995231628,24.6900005340576,70.2900009155273,3.99000000953674,0.2421,Southeast,1247,26455
0.9073,24.626938776,8496,Public,19291,22872674,0.6644897959,0.4027149321,22500,City,45066,41000,0,0.0089,0.6873,0.95999997854232,32.7400016784668,63.6300010681152,2.63000011444091,0.369,Southeast,1134,2196
0.7609,21.238341969,5973,Private-NP,28362,39702379,0.4404145078,0.3684210526,21875,Surbuban,44199,48300,0,0.0225,0.6239,1.14999997615814,23.1800003051757,72.6100006103515,2.90000009536743,0.4401,Southeast,1065,869
0.6583,20.577586207,8220,Public,23174,51197966,0.4864058355,0.3118584071,22135,Town,50632,49200,0.1439,0.0062,0.6395,1,28.2600002288818,68.2600021362304,2.65000009536743,0.2149,Southeast,1203,7785
0.7827,20.048552754,8113,Private-NP,57177,222403126,0.6433239963,0.1928071928,26000,City,50080,52300,0,0.0045,0.5717,3.39000010490417,19.2099990844726,71.9300003051757,10.2299995422363,0.3566,Southeast,NA,3230
0.6876,21.731441048,7156,Public,21296,19886928,0.6371179039,0.3848015489,23000,City,43988,45000,0.0891,0.006,1,0.83999997377395,23.0599994659423,73.6399993896484,2.35999989509582,0.311,Southeast,1116,5202
0.8058,22.315935152,8320,Public,21169,22082152,0.5788849348,0.406360424,18750,City,46664,43500,0.133,0.0069,0.6443,2.51999998092651,34.0099983215332,59.8300018310547,5.28000020980835,0.3888,Southeast,1089,5629
NA,NA,5917,Private-NP,NA,66973406,NA,NA,NA,City,NA,NA,0,0,1,NA,NA,NA,NA,0,Southeast,NA,792
0.9719,21.643236616,6558,Public,21100,17586640,0.6346546792,0.4583710407,22675,City,44740,43800,0,0.0051,1,1.24000000953674,26.3700008392334,68.4499969482422,2.60999989509582,0.3627,Southeast,1135,5181
0.6989,21.488462904,7535,Public,21829,33600897,0.6975505857,0.3800852383,21500,City,44507,46300,0,0.0064,0.7559,0.81999999284744,32.8400001525878,64.4899978637695,1.87999999523162,0.3602,Southeast,1108,5376
0.9628,24.25006283,6720,Public,23156,16383818,0.7343553657,0.424301676,25000,Town,44550,39600,0,0.0024,0.6046,0.93999999761581,30.4699993133544,65.0100021362304,2.96000003814697,0.379,Southeast,1015,7513
0.75,25.695652174,7604,Private-NP,23846,26938918,0.8932806324,0.4898876404,26995,City,46512,40700,0,0,0.5068,2.72000002861022,32.0200004577636,61.560001373291,5.36999988555908,0.3814,Southeast,1000,530
0.5453,28.606188467,6916,Private-NP,25808,11613752,0.8931082982,0.4736024845,27672,City,56057,49400,0,0,1,1.30999994277954,27.5,69.2600021362304,2.13000011444091,0.3104,Southeast,1065,906
NA,22.517241379,3180,Private-NP,NA,447000,NA,NA,NA,Rural,NA,NA,0,0,0.7333,0.89999997615814,20.7099990844726,73.7099990844726,5.67000007629394,0.1589,Southeast,NA,114
0.9894,20.889678311,7004,Public,21636,18086231,0.6394316163,0.3990835697,22113,City,43810,42800,0,0.0027,0.8253,1.01999998092651,24.6399993896484,72.1900024414062,2.59999990463256,0.3549,Southeast,NA,10106
0.5888,21.13894081,5658,Public,24045,10021552,0.6367601246,0.3966005666,29251,City,41443,39600,0.0716,0.0083,0.9355,1.75999999046325,49.0499992370605,45.6800003051757,4.40999984741211,0.6248,Southeast,943,5178
0.7929,26.013207547,6913,Public,19443,3138347,0.7254716981,0.496009122,31000,City,34667,32100,0,0.0325,0.736,2.56999993324279,58.7400016784668,35.1100006103515,4.90000009536743,0.5368,Southeast,NA,1293
0.7835,21.933164129,8363,Public,22737,135077438,0.6164128596,0.3848580442,22902,City,45080,46400,0.0887,0.0068,0.7553,1.28999996185302,27.2800006866455,69.1600036621093,2.39000010490417,0.3379,Southeast,1105,12612
0.0963,22.748197449,12223,Private-NP,78326,1458648000,0.6045479756,0.1800116891,20500,City,59812,86300,0.0385,0.0224,0.6577,3.6800000667572,17.9799995422363,73.5299987792968,6.84999990463257,0.096,Southeast,1431,8700
0.9541,19.799426934,9315,Private-NP,36770,147040003,0.7478510029,0.2657232704,24053,City,50802,64500,0,0.0056,0.7761,4.21999979019165,45.9399986267089,43.3199996948242,8.71000003814697,0.5105,Southeast,1119,2727
0.6114,20.217391304,8679,Private-NP,54437,61575783,0.7826086957,NA,25050,Town,32077,27800,0,0,1,2.21000003814697,3.63000011444091,90.1999969482422,4.6100001335144,0.3142,New England,NA,369
0.1731,19.421404682,11113,Private-NP,75680,341587046,0.491638796,0.150877193,14275,City,65860,74300,0.0043,0.0258,0.9107,2.82999992370605,5.94000005722045,87.1900024414062,4.30000019073486,0.0938,New England,NA,1821
0.0882,19.387820513,12865,Private-NP,71880,1780970000,0.5064102564,0.1883561644,18500,Town,68211,83300,0,0.0558,0.902,4.80999994277954,10.0200004577636,78.9300003051757,8.10000038146972,0.1733,New England,NA,1948
0.0887,19.413897281,11594,Private-NP,76425,878323000,0.5679758308,0.108974359,19157,Town,84482,71000,0,0.0574,0.9618,3.32999992370605,4.05000019073486,88.1999969482422,4.75,0.1466,New England,1471,2262
NA,29.107796965,7380,Public,17335,7659000,0.7263212977,0.5086009174,22734,Town,39258,30600,0,0,0.4163,0.62000000476837,0.62999999523162,96.7900009155273,0.9200000166893,0.369,New England,NA,3020
0.9669,20.396711202,7595,Public,22999,14761000,0.6762589928,0.3243823845,24499,Town,36620,37500,0,0.0243,0.625,0.75,0.64999997615814,96.870002746582,0.99000000953674006,0.4454,New England,NA,1380
0.9988,25.789103691,6895,Public,16444,4154000,0.7434094903,0.4291187739,20160,Rural,40481,37700,0,0,0.359,0.68000000715255,1.38999998569488,96.0999984741211,1.01999998092651,0.1705,New England,NA,784
0.9646,20.161975309,10165,Public,25127,341432000,0.482962963,0.2340534979,25000,Surbuban,48550,48300,0.1115,0.0063,0.6973,0.85000002384185,0.94999998807907,96.0199966430664,1.24000000953674,0.2409,New England,1180,9246
0.5771,20.223194748,NA,Public,28600,35715471,0.1750547046,0.206741573,27000,Rural,85452,107200,0.4769,0,0.7212,0.81000000238418,1.5900000333786,95.2099990844726,2.02999997138977,0.2813,New England,NA,868
0.9988,22.163265306,7532,Public,16470,1252000,0.6387755102,0.3671171171,16000,Rural,28114,35300,0,0.0099,0.4487,0.61000001430511,0.89999997615814,95.5699996948242,1.12000000476837,0.2873,New England,NA,983
0.8999,20.370609319,8953,Private-NP,57631,39208629,0.7390681004,0.2207307979,25250,Surbuban,46880,51000,0,0.0018,0.552,1.37000000476837,1.71000003814697,94.3399963378906,2.09999990463256,0.1225,New England,NA,2224
0.7207,20.832167832,6331,Private-NP,53673,9833954,0.7307692308,0.2388059701,27000,City,33311,32800,0,0,0.2959,1.52999997138977,2.61999988555908,93.3300018310547,1.96000003814697,0.3395,New England,NA,407
0.8058,22.7593361,6127,Private-NP,54309,14862925,0.6390041494,0.3053097345,27000,Rural,48562,47000,0,0.0092,0.9841,1.13999998569488,2.24000000953674,94.1800003051757,2.06999993324279,0.2137,New England,1125,1066
0.8699,23.607452967,9358,Public,17748,39403000,0.6078147612,0.328369906,19060,City,49735,44400,0.0344,0.008,0.3607,1.14999997615814,1.05999994277954,95.7600021362304,1.25999999046325,0.2986,New England,1112,4668
NA,20.042808219,7212,Private-NP,41520,14776610,0.5017123288,0.3786764706,24250,Rural,41735,43400,0,0,0.5077,0.85000002384185,1.26999998092651,95.5899963378906,1.53999996185302,0.2042,New England,NA,682
0.8943,27.588526912,11109,Public,25160,51452242,0.6104815864,0.3990024938,23250,City,58875,63400,0,0,0.603,2.91000008583068,34.1399993896484,59.9099998474121,2.66000008583068,0.3981,Mid-East,1040,1579
0.8704,22.437546194,9021,Public,22835,11183144,0.6363636364,0.3552006905,22985,Surbuban,50806,48700,0,0.0045,0.5302,3.80999994277954,54.9099998474121,36.1100006103515,5.34999990463256,0.4542,Mid-East,932,5279
0.4654,23.026200873,6321,Private-NP,41508,4741489,0.1528384279,0.356097561,20264,Surbuban,82031,68100,0.3418,0,0.1314,3.91000008583068,40.4300003051757,50.7799987792968,5.30000019073486,0.3712,Mid-East,NA,322
0.6175,27.13372093,5844,Private-NP,28100,2052309,0.7209302326,0.3518518519,30500,Surbuban,58399,46300,0,0,0.17,5.30999994277954,37.5200004577636,47.2200012207031,13.2200002670288,0.4734,Mid-East,NA,594
0.4792,26.686817189,8380,Public,14332,11396202,0.7749453751,0.472,25000,City,43697,41800,0,0.0089,0.5676,2.31999993324279,59.5400009155273,34.4199981689453,3.56999993324279,0.5536,Mid-East,920,1785
0.8605,21.740955784,7564,Public,25170,28409803,0.5270209915,0.3599803825,21105,Surbuban,51992,47200,0.0235,0.0049,0.7098,2.58999991416931,18.5200004577636,75.9199981689453,2.98000001907348,0.3455,Mid-East,1089,3289
0.8234,20.955128205,7705,Private-NP,52476,191378000,0.6826923077,0.1759729272,26000,City,52886,55100,0,0.0069,0.3782,4.63999986648559,11.2799997329711,79.3300018310547,5.96000003814697,0.3259,Mid-East,1251,1054
0.7679,21.52991453,7968,Private-NP,56539,104533967,0.6358974359,0.3111111111,25000,City,54057,49400,0,0.0438,0.4249,3.03999996185302,13.2700004577636,80.1699981689453,3.75,0.3901,Mid-East,NA,1202
0.0752,21.056953642,16545,Private-NP,65544,6750092000,0.517218543,0.1312714777,10250,City,89551,89300,0.2046,0.0412,0.9547,6.07000017166137,12.4600000381469,75.6999969482422,7.73999977111816,0.166,Mid-East,NA,5727
0.8421,19.453576865,8698,Private-NP,66352,232556135,0.602739726,0.1349453978,27000,City,81216,78300,0.049,0.0105,1,4.1100001335144,9.21000003814697,82.9100036621093,5.40999984741211,0.153,Mid-East,NA,3768
NA,29.996718829,7720,Public,20994,44662166,0.5443589096,0.4647196604,21000,Surbuban,59823,55900,0,0,0.0537,4.51000022888183,29.2299995422363,59.560001373291,7.98000001907348,0.2625,Mid-East,NA,42992
NA,27.664351852,11679,Public,NA,358709272,0.8587962963,0.3789473684,15000,City,83811,114200,0,0,0.4016,5.03999996185302,24.5900001525878,65.5999984741211,5.46999979019165,0.2149,Mid-East,NA,912
0.812,22.286146234,10876,Public,15880,111687592,0.4939527213,0.2740181269,19500,Surbuban,67473,59600,0.0935,0.0296,0.6399,5.28000020980835,22.1299991607666,68.2600021362304,4.69000005722045,0.2841,Mid-East,1312,10747
0.5203,20.78256718,14030,Public,26915,723802307,0.508934661,0.2242705763,19000,Surbuban,76997,70800,0.1339,0.0221,0.8038,6.36999988555908,20.4400005340576,67.8199996948242,6.51999998092651,0.1765,Mid-East,1426,30368
0.8575,20.5,8083,Private-NP,59244,90745429,0.7222222222,0.1738197425,26500,City,45668,41200,0,0,0.178,4.3600001335144,11.6499996185302,79.5999984741211,6.88999986648559,0.2246,Mid-East,NA,1539
0.819,20.372833985,8890,Public,23095,29262729,0.5885969816,0.3575063613,27000,Town,43696,40400,0.0472,0.0079,0.7053,3.23000001907348,46.9000015258789,44.7799987792968,5.65999984741211,0.4698,Mid-East,NA,1758
0.871,21.506378455,9708,Public,23375,42133253,0.5864635011,0.3310118804,27250,City,46092,42600,0.1485,0.0044,0.6609,3.14000010490417,52.2599983215332,39.1800003051757,6.15000009536743,0.5105,Mid-East,971,7027
0.8175,20.844221106,8052,Private-NP,58866,54459144,0.5489949749,0.232712766,25391,Town,61492,56600,0,0.0172,1,3.23000001907348,11.5,81.7600021362304,4.21000003814697,0.2665,Mid-East,NA,2009
0.8235,21.323529412,7092,Private-NP,23750,NA,NA,NA,NA,Surbuban,64207,NA,0,0,1,4.09000015258789,37.2400016784668,53.3600006103515,5.75,0.1705,Mid-East,NA,261
0.6509,27.924485126,7089,Private-NP,58673,36917521,0.938215103,0.4094292804,22666,City,56906,56400,0,0.0092,0.4678,2.98000001907348,24.5599994659423,69.2900009155273,3.24000000953674,0.4556,Mid-East,NA,781
0.8646,21.126610825,8653,Public,25092,72171385,0.5956829897,0.2917236662,21000,Surbuban,57122,54200,0,0.0194,0.7089,2.81999993324279,16.579999923706,77.620002746582,3.02999997138977,0.2298,Mid-East,NA,6455
0.7733,20.370235935,8062,Public,30817,36816482,0.5970961887,0.2328244275,21000,Surbuban,60455,55200,0,0.0394,0.6944,3.86999988555908,16.4599990844726,75.6600036621093,4.44999980926513,0.2086,Mid-East,1256,1507
0.5315,20.546583851,6573,Private-NP,50439,142499639,0.4099378882,NA,27000,Surbuban,52632,42000,0,0,0.8676,3.50999999046325,8.85999965667724,81.3799972534179,7.63999986648559,0.2559,Mid-East,1376,473
0.8792,21.479152141,8158,Public,19718,90321060,0.6269697392,0.2895995218,18718,City,61376,55100,0,0.0084,0.5483,3.53999996185302,18.9699993133544,74.3099975585937,3.34999990463256,0.31,Mid-East,1134,17817
0.0845,NA,12817,Public,NA,320079038,NA,NA,NA,Surbuban,NA,NA,0.333,0.0373,0.9863,NA,NA,NA,NA,NA,NA,1324,4528
0.9088,21.637663886,8392,Private-NP,52452,104505779,0.6609058403,0.3069435432,26000,Surbuban,60421,54600,0,0.0037,0.3097,2.67000007629394,20.0200004577636,74.7300033569336,2.21000003814697,0.2914,Mid-East,NA,2959
0.6986,19.401785714,7861,Private-NP,58648,235039624,0.6089285714,0.1603773585,26956,Town,66291,56500,0,0.0202,0.7068,2.96000003814697,11.3199996948242,82.8600006103515,3.25,0.2498,Mid-East,NA,1010
0.8668,19.891549296,7370,Private-NP,62020,127690000,0.5169014085,0.2636363636,25000,Surbuban,57629,54000,0,0.0238,0.2224,2.91000008583068,10.8500003814697,83.3600006103515,3.07999992370605,0.3548,Mid-East,NA,1741
0.507,20.96,9241,Private-NP,73658,NA,NA,NA,NA,City,NA,NA,0,0,0.2286,NA,NA,NA,NA,0.0575,New England,NA,638
0.5787,21.604678363,7523,Private-NP,50598,21869148,0.5941520468,0.4057377049,27000,City,53069,50000,0,0,0.0953,2.36999988555908,13.3599996566772,74.5199966430664,12.8199996948242,0.4982,New England,1025,1269
0.0874,19.660056657,13490,Private-NP,77411,2565147877,0.5439093484,0.2084592145,13740,Surbuban,81855,83300,0,0.1367,0.9468,7.03000020980835,9.85999965667724,75.6399993896484,11.4300003051757,0.2521,New England,1469,1971
0.7285,22.691107644,6553,Private-NP,52960,6022423,0.6302652106,0.3969335605,25000,Rural,56566,48100,0,0,0.2256,2.35999989509582,3.54999995231628,89.2099990844726,6.17999982833862,0.3552,New England,NA,1076
0.8649,20.621,8490,Private-NP,56939,82904251,0.597,0.1752903907,27000,City,74451,61300,0,0.0188,0.481,2.63000011444091,3.25999999046325,90.2399978637695,4.3600001335144,0.1988,New England,NA,1896
0.2535,19.440711462,17413,Private-NP,74300,487676935,0.4822134387,0.1487603306,20000,Surbuban,111604,113300,0,0,1,5.8600001335144,6.67999982833862,81.0800018310547,8.98999977111816,0.1449,New England,1412,2532
0.7541,29.326963907,6997,Private-NP,46404,55345806,NA,0.4970662196,24901,Surbuban,46065,44800,0,0,0.1382,1.77999997138977,6.67000007629394,84.2399978637695,9.0600004196167,0.5766,New England,1112,1484
0.6094,19.811183144,15113,Private-NP,71942,263227000,0.3995137763,0.1555367709,25023,City,111896,95400,0,0.004,0.6157,3.65000009536743,4.40000009536743,87.6900024414062,5.28000020980835,0.1377,New England,1335,3942
0.5517,24.495095509,10264,Private-NP,65888,327571106,0.3608673206,0.2123362445,25000,City,33059,38300,0,0,0.3491,4.42999982833862,8.52000045776367,80.9000015258789,8.97000026702881,0.176,New England,NA,7126
NA,24.428571429,7520,Private-NP,35296,11879555,0.4285714286,NA,37250,City,64359,50900,0,0,0.1302,4.28999996185302,7.59999990463257,80.8600006103515,8.78999996185302,0.2768,New England,NA,264
0.1904,19.469064748,15909,Private-NP,78200,2579462416,0.5189448441,0.1318956871,19000,City,96325,92500,0,0.0249,0.5858,4.94999980926513,7.51000022888183,81.7200012207031,8.10000038146972,0.1299,New England,1485,9797
0.1865,19.95540186,15151,Private-NP,76389,2421115000,0.6546625328,0.169382716,23250,City,80582,75900,0.0858,0.0206,0.6957,5.69999980926513,6.46999979019165,81.7099990844726,9.01000022888183,0.1728,New England,1447,17501
0.3914,19.484198646,13827,Private-NP,74091,1073589248,0.6027088036,0.1630695444,25648,City,73676,69000,0,0.0649,0.7112,5.73999977111816,7.23999977111816,81.0699996948242,7.90999984741211,0.1572,New England,1455,3577
0.8638,21.950323012,9751,Public,19576,54300317,0.5927823569,0.3414215686,24286,Surbuban,54750,47900,0,0.0156,1,2.03999996185302,4.17999982833862,88.9100036621093,3.27999997138977,0.327,New England,1108,8142
NA,33.255186722,8288,Private-NP,30766,61023483,0.7427385892,0.509383378,21791,City,45145,40000,0,0,1,4.96000003814697,20.5400009155273,60.3499984741211,16.8999996185302,0.3227,New England,NA,803
0.4803,19.712962963,11390,Private-NP,59182,410636000,0.6560846561,0.1629526462,26759,City,55982,54700,0,0.0188,1,3.86999988555908,5.07000017166137,85.620002746582,6.34000015258789,0.219,New England,1316,2290
0.8032,22.325327511,10310,Private-NP,57496,95136283,0.6135371179,0.3001567398,25000,Surbuban,47598,51100,0,0,0.3715,3.13000011444091,7.1100001335144,84.8099975585937,4.67999982833862,0.2774,New England,1124,2025
0.736,20.228971963,7047,Private-NP,60159,47013682,0.4042056075,0.3168187744,25000,Surbuban,45140,38100,0,0.0097,0.2113,2.49000000953674,7.55000019073486,85.4599990844726,4.69999980926513,0.3297,New England,NA,1203
0.6408,23.78630137,5725,Private-NP,38283,18753406,0.5643835616,0.3009404389,26000,Surbuban,45838,46100,0.0417,0,0.312,3.38000011444091,8.97000026702881,81.3000030517578,6.09999990463257,0.4207,New England,1135,491
0.4528,19.765163297,10422,Private-NP,74288,183296254,0.6143079316,0.1315577078,23000,City,58491,51200,0,0,0.3343,3.90000009536743,5.61999988555908,85.4000015258789,6.78999996185302,0.1607,New England,1325,4113
0.7388,19.55270936,9454,Private-NP,56676,159077403,0.7566502463,0.2073684211,27000,City,56728,54400,0,0.0049,0.5248,2.91000008583068,5.38000011444091,86.4000015258789,5.73999977111816,0.2258,New England,1227,1792
0.7721,20.73929099,10994,Private-NP,54077,97315820,0.6322008863,0.1894818252,27000,Surbuban,68403,56200,0.0041,0.011,0.2504,2.07999992370605,2.49000000953674,92.4199981689453,3.13000011444091,0.1528,New England,NA,2912
0.7235,24.795353982,5720,Private-NP,49424,NA,0.6935840708,0.4677419355,25000,City,40552,39600,0,0,0.2555,3.05999994277954,10.7399997711181,78.0699996948242,8.22000026702881,0.4424,New England,952,1086
0.8527,21.473763875,9377,Public,22908,18115588,0.534308779,0.3591470258,24239,Surbuban,58741,47400,0,0.0059,0.5167,2.41000008583068,2.99000000953674,89.7300033569336,5.90999984741211,0.3374,New England,1082,3168
0.838,21.342064715,9528,Public,23678,47346136,0.5988700565,0.3225071225,25000,City,54242,49000,0,0.009,0.5975,2.76999998092651,3.40000009536743,89.7799987792968,4.09999990463256,0.3534,New England,1092,3035
0.7743,19.605388273,6940,Private-NP,52113,78099186,0.6497622821,0.1691542289,26250,Surbuban,54542,47700,0,0.0331,0.4693,2.75,3.24000000953674,90.5100021362304,4,0.2364,New England,1267,1336
0.7515,19.979452055,9007,Private-NP,66592,54580492,0.6678082192,0.1390374332,26893,Surbuban,43491,39900,0,0,0.7321,4.01999998092651,7.73999977111816,81.7699966430664,8.06999969482422,0.3563,New England,NA,465
0.0401,22.463589744,21720,Private-NP,74171,41894380000,0.5015384615,0.25708061,14000,City,95114,139100,0.0314,0.1108,0.8694,7.40000009536743,10.2799997329711,74.0800018310547,11.9099998474121,0.1258,New England,1534,7938
0.4287,19.366627497,11454,Private-NP,63132,760298642,0.526439483,0.1662531017,27000,City,83583,88600,0,0.0397,0.898,3.64000010490417,5.19000005722045,85.9100036621093,6.96000003814697,0.1559,New England,1346,3005
0.8506,19.738986784,8269,Private-NP,54503,42326023,0.6674008811,0.2880952381,26000,City,58576,45700,0,0,0.3627,2.72000002861022,4.73000001907348,88.0599975585937,5.01999998092651,0.3143,New England,1217,1294
0.8695,23.696428571,8888,Private-NP,48043,187541880,0.7928571429,0.2874251497,21000,City,47821,40500,0,0.019,0.2756,3.9300000667572,6.59000015258789,84.0800018310547,5.76999998092651,0.324,New England,NA,1685
0.8457,22.936249073,12277,Public,22152,119119000,0.4343958488,0.3176614881,23704,Surbuban,65324,57200,0.1988,0.0125,0.6136,4.80999994277954,3.63000011444091,84.8499984741211,8.26000022888183,0.2868,New England,1261,12546
0.6553,21.250991951,12760,Public,26579,368421559,0.515474436,0.2155418251,22763,Surbuban,65645,57700,0.0784,0.0294,0.8043,3.34999990463256,4.38999986648559,87.5199966430664,5.32000017166137,0.2105,New England,1362,23947
0.789,23.598801274,11114,Public,28706,92331000,0.5690204158,0.4305429864,21974,City,59044,53700,0.0067,0.0082,0.6158,6.15999984741211,12.8500003814697,72.6500015258789,8.51000022888183,0.4224,New England,1182,11949
0.9771,21.849867374,10833,Private-NP,54367,1214213118,0.7708222812,0.3048780488,25000,City,124126,106500,0,0,0.334,5.46000003814697,5.78000020980835,82.4100036621093,7.69999980926513,0.2537,New England,1245,3664
0.7867,20.787923417,9659,Public,30744,15702211,0.7187039764,0.2251552795,25755,City,49889,40700,0,0,0.9921,3.72000002861023,5.01000022888183,85.8499984741211,6.21000003814697,0.309,New England,NA,1723
0.0411,19.348462665,20300,Private-NP,63681,18381518000,0.3718887262,0.2585139319,14768,City,124213,153600,0.332,0.0769,0.9886,7.11999988555908,8.51000022888183,76.3600006103515,13.5500001907348,0.1988,New England,NA,4629
0.9008,19.787323944,8605,Public,30709,32072672,0.1281690141,0.211062591,25000,Surbuban,99713,96000,0.4262,0,0.5793,2.13000011444091,3.03999996185302,91.5299987792968,3.06999993324279,0.1808,New England,NA,1431
0.803,20.15598549,9608,Private-NP,61163,55666092,0.5302297461,0.2067881835,27000,Surbuban,69459,62200,0.0615,0.0125,0.523,2.74000000953674,2.29999995231628,90.8099975585937,4.69000005722045,0.1594,New England,NA,4001
NA,27.436681223,9768,Private-NP,NA,46470000,0.8689956332,0.2829268293,24961,City,86535,NA,0,0,0.8043,6.42000007629394,3.82999992370605,84.9800033569336,4.76999998092651,0,New England,NA,190
NA,20.142857143,6667,Private-NP,53334,1367923,0.7248677249,0.3275862069,27000,Surbuban,NA,28800,0,0,0.2278,2.01999998092651,2.69000005722045,92.6800003051757,2.90000009536743,0.3371,New England,NA,336
0.523,20.555189456,10614,Private-NP,59800,789036745,NA,0.1895652174,22902,Surbuban,54415,53900,0,0.0406,0.8745,5.26000022888183,6.90999984741211,81.120002746582,7.90999984741211,0.2172,New England,1430,2214
0.4328,19.552941176,5961,Private-NP,55840,119213753,0.4235294118,NA,27000,City,29406,41200,0,0,0.316,6.09000015258789,7.92999982833862,79.5400009155273,9.14999961853027,0.0842,New England,NA,405
0.8477,20.553846154,7990,Private-NP,52126,21828052,0.3776223776,0.3157099698,27000,Surbuban,57385,53500,0,0.0031,0.3472,2.30999994277954,3.82999992370605,89.620002746582,5.1100001335144,0.2869,New England,1076,1204
0.9096,22.070063694,8836,Public,23508,15470558,0.6369426752,0.3300699301,23750,Town,45341,38300,0,0.0038,0.6,1.82000005245208,3.75999999046325,90.870002746582,3.69000005722045,0.434,New England,NA,851
0.1838,21.600877193,13642,Private-NP,75732,1001827788,0.541089566,0.1851581509,24250,City,88842,74200,0.2006,0.0179,0.6977,4.11999988555908,6.46000003814697,84.3199996948242,6.21999979019165,0.1116,New England,1500,15645
0.6792,26.021992238,7248,Private-NP,49563,13660906,0.7723156533,0.3516642547,25000,Surbuban,55648,49600,0,0.0124,0.2641,1.44000005722045,5.63000011444091,84.8899993896484,10.369999885559,0.4417,New England,1123,1015
0.8906,22.230182927,8366,Private-NP,56979,41748183,0.7896341463,0.3487972509,25500,Surbuban,56022,56800,0.0051,0,0.3225,4.55000019073486,14.579999923706,72.8300018310547,8.51000022888183,0.2821,New England,NA,1237
0.9001,22.373049645,9441,Public,25446,25727950,0.6470921986,0.4025974026,25000,Surbuban,54581,47100,0,0.0089,0.9902,3.57999992370605,5.48999977111816,84,8.0600004196167,0.4082,New England,NA,5046
0.8353,20.937846837,8035,Private-NP,49666,190425868,NA,0.20393974510000001,24840,City,61222,58400,0,0.0161,0.2671,4.13000011444091,5.96999979019165,84.9400024414062,5.38999986648559,0.2949,New England,1268,1746
0.2991,20.522464698,12226,Private-NP,72636,1907178016,NA,0.1850828729,17550,Surbuban,58881,51100,0.0774,0.0626,0.8059,4.82999992370605,7.82000017166137,79.8000030517578,9.89000034332275,0.2194,New England,1456,2566
0.769,27.558659218,7816,Private-NP,54939,81850343,0.5983240223,0.3138871275,26250,City,47049,48500,0,0.0154,1,2.75,15.6800003051757,73.0800018310547,11.25,0.2222,New England,1222,2056
0.9222,21.456860395,11460,Public,29588,66866895,0.5080886759,0.3518893387,25000,Surbuban,55113,51500,0.1233,0.0054,0.6971,2.11999988555908,3.69000005722045,89.0199966430664,3.84999990463256,0.3743,New England,1144,5618
